rawmsg,icao24,mintime,maxtime,msgcount,subtypecode,unknowncapcode,unknownopcode,hasoperationaltcas,has1090esin,supportsairreferencedvelocity,haslowtxpower,supportstargetstatereport,supportstargetchangereport,hasuatin,nacv,nicsupplementc,hastcasresolutionadvisory,hasactiveidentswitch,usessingleantenna,systemdesignassurance,gpsantennaoffset,airplanelength,airplanewidth,version,nicsupplementa,positionnac,geometricverticalaccuracy,sourceintegritylevel,barometricaltitudeintegritycode,trackheadinginfo,horizontalreferencedirection,hour
8da2af2af82300020049b8b6d22a,a2af2a,1618945289.031,1618945289.031,1,0,false,false,1,false,1,,1,0,false,,,false,false,false,2,,,,2,false,9,-1,3,1,,false,1618945200
